[2025-11-07 14:10:21] [INFO    ] discord.client: logging in using static token
[2025-11-07 14:52:00] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1435374465390346362/messages has received {'type': 0, 'content': 'Bonjour à tous sur **Serveur de tarek** ! Le bot est maintenant en ligne 🚀\nVoici le format attendu pour soumettre un avis :\n```\n!avis Cours: IFT2255 | Difficulté: 7 | Charge: 6 | Commentaire: Projet intéressant mais long\n```', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-07T19:52:00.151000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1436443088628355144', 'channel_id': '1435374465390346362', 'author': {'id': '1435363417039835238', 'username': 'BotDeTarek-genielog', 'avatar': None, 'discriminator': '7323', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '10929249374119614561'}
[2025-11-07 14:52:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-07T19:52:00.293000+00:00', 'pinned': False, 'nonce': '5474375784487189597', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1435374625788792944'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-04T21:06:18.850000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1436443089223815249', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Bonjour à tous sur **Serveur de tarek** ! Le bot est maintenant en ligne 🚀\nVoici le format attendu pour soumettre un avis :\n```\n!avis Cours: IFT2255 | Difficulté: 7 | Charge: 6 | Commentaire: Projet intéressant mais long\n```', 'components': [], 'channel_type': 0, 'channel_id': '1435711788196036608', 'author': {'username': 'BotDeTarek-genielog', 'public_flags': 0, 'primary_guild': None, 'id': '1435363417039835238', 'global_name': None, 'display_name_styles': None, 'discriminator': '7323', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1435374464392233103'}}
[2025-11-07 14:52:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-07 14:52:00] [DEBUG   ] discord.client: Dispatching event message
[2025-11-07 14:52:00] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1435711788196036608/messages with {"content":" Bonjour \u00e0 tous sur **Serveur de tarek** ! Le bot est maintenant en ligne \ud83d\ude80\nVoici le format attendu pour soumettre un avis :\n```\n!avis Cours: IFT2255 | Difficult\u00e9: 7 | Charge: 6 | Commentaire: Projet int\u00e9ressant mais long\n```","components":[],"nonce":"5474375784487189597","enforce_nonce":true,"tts":false} has returned 200
[2025-11-07 14:52:00] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1435711788196036608/messages has received {'type': 0, 'content': 'Bonjour à tous sur **Serveur de tarek** ! Le bot est maintenant en ligne 🚀\nVoici le format attendu pour soumettre un avis :\n```\n!avis Cours: IFT2255 | Difficulté: 7 | Charge: 6 | Commentaire: Projet intéressant mais long\n```', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-07T19:52:00.293000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1436443089223815249', 'channel_id': '1435711788196036608', 'author': {'id': '1435363417039835238', 'username': 'BotDeTarek-genielog', 'avatar': None, 'discriminator': '7323', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '5474375784487189597'}
[2025-11-07 14:52:33] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-11-07 14:52:33] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:53:15] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-11-07 14:53:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:53:56] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-11-07 14:53:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:54:37] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-11-07 14:54:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:55:18] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-11-07 14:55:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
